Id,Chapter,Part,Hebrew,English
vrb-wuaz6a8grs78,26,Verb,נָכוֹן,"to be prepared, established, firm"
vrb-fvi2d04hng1y,26,Verb,הֵכִין,"to prepare, install, establish"
vrb-yx1qmrcukvy0,26,Verb,לָחַם,to do battle
vrb-ubvh63v92w5d,26,Verb,נִלְחַם,to fight
vrb-10si1gpzmyor,26,Verb,נִבָּא,to prophesy
vrb-91zv86l1imjr,26,Verb,נִדַּח,"to be scattered, go astray"
vrb-t3ijqxtdo1ft,26,Verb,הִדִּיחַ,"to scatter, disperse"
vrb-ph3aa9c2x2nw,26,Verb,נִסְתַּר,"to hide oneself, be hidden"
vrb-v79b5nxsh46k,26,Verb,הִסְתִּיר,to hide
vrb-47ho2c3tcsra,26,Verb,פּוּץ,"to be dispersed, scattered"
vrb-ya03l3b6jhxc,26,Verb,נִפְלָא,"to be marvellous, extraordinary"
vrb-tnlt5fuls85p,26,Verb,קָרָה,"to encounter, meet"
vrb-qdru0tfllko4,26,Verb,נִשְׁמַד,to be exterminated
vrb-8dy77ilmhy83,26,Verb,הִשְׁמִיד,to exterminate
vrb-sghwfjsqen55,27,Verb,קָצַר,to harvest
vrb-ou2mzl2ewemi,27,Verb,נִחָל,to be profaned
vrb-vjznvzw4gqwx,27,Verb,חִלֵּל,to profane
vrb-3kg02os6b4qn,27,Verb,הֵחֵל,to begin
vrb-nmpfkp0jitmo,27,Verb,חָסָה,to seek refuge
vrb-i0k54rjxrku1,27,Verb,הִתְיַצֵּב,"to position oneself, stand"
vrb-ppggz5exbwdq,27,Verb,נִכְחַד,"to be hidden, effaced"
vrb-vhxasaidqeuj,27,Verb,כִּחֵד,to hide
vrb-qus0cmrszfbw,27,Verb,הִכְחִיד,to hide
vrb-xko170mijhlb,27,Verb,נִכַּר,to be recognised
vrb-fkweepikevf1,27,Verb,הִכִּיר,"to recognise, acknowledge"
vrb-znftmgqxllcc,27,Verb,נִצַּב,to stand
vrb-v19t6s9ltljf,27,Verb,קָלַל,"to be slight, swift"
vrb-sq6u263bno23,27,Verb,קִלֵּל,to curse
vrb-aqdy8vzdibxu,27,Verb,שָׂבַע,"to be satisfied, satiated"
vrb-utwmhm7qgrtv,27,Verb,נִשׁבַּע,to swear
vrb-p7rc1yq4yr18,28,Verb,אָרַר,to curse
vrb-wwnewclviukn,28,Verb,בָּלַל,"to mix, confound"
vrb-5xvr31hwdhen,28,Verb,דָּמַם,to be silent
vrb-pzeflsp9kxbo,28,Verb,חָתַת,"to be shattered, be dismayed"
vrb-kdz5548xsxir,28,Verb,מָדַד,to measure
vrb-r2571itnc02g,28,Verb,סָבַב,"to surround, go around, turn"
vrb-03cjy7yp8nm6,28,Verb,פָּלַט,to escape
vrb-t5vygy62fds7,28,Verb,פִּלֵּט,to bring to safety
vrb-ojgo0aphn40k,28,Verb,הִפְלִיט,to bring to safety
vrb-m8mqwoaghgjz,28,Verb,הִפְרִיר,"to break, frustrate"
vrb-49u32dgict4z,28,Verb,רָנַן,"to jubilate, shout for joy"
vrb-obdrbeol9j00,28,Verb,רָעַע,"to be bad, evil"
vrb-jpyhvhxasaid,28,Verb,הִרְעִיע,"to act wickedly, do mischief"
vrb-qeujqus0cmrs,28,Verb,שָׁדַד,"to destroy, devastate"
vrb-zfbwxko170mi,28,Verb,שָׁמַם,"to be desolate, be appalled"
vrb-jhlbfkweepik,28,Verb,הִשְׁקָה,"give drink, irrigate"
vrb-evf1znftmgqx,28,Verb,תָּמַם,"to be complete, be whole, be finished"
vrb-llccv19t6s9l,29,Verb,גָּלַל,to roll
vrb-tljfsq6u263b,29,Verb,שָׂכַר,to hire
vrb-no23aqdy8vzd,29,Verb,גָּרַשׁ,to drive out
vrb-ibxuutwmhm7q,29,Verb,חָבַשׁ,"to bind, gird"
vrb-grtvp7rc1yq4,29,Verb,הִבִּיט,"to gaze, look"
vrb-yr18wwnewclv,29,Verb,נָקָה,"to be free, innocent"
vrb-iukn5xvr31hw,29,Verb,הִתְפַּלֵּל,to pray
vrb-dhenpzeflsp9,29,Verb,רָחַץ,to wash
vrb-kxbokdz5548x,29,Verb,שִׁוַּע,to cry out for help
vrb-sxirr2571itn,30,Verb,זִמֵּר,to make melody
vrb-c02g03cjy7yp,30,Verb,עוּף,to fly
vrb-8nm6t5vygy62,30,Verb,אוֹר,to become bright
vrb-fds7ojgo0aph,30,Verb,הֵאִיר,"to illumine, shine"
vrb-n40km8mqwoag,30,Verb,בָּחַן,"to test, try"
vrb-hgjz49u32dgi,30,Verb,בִּשֵּׂר,"to make known, bring news"
vrb-ct4zobdrbeol,30,Verb,גִּיל,"to be joyful, rejoice"
vrb-9j00jpyhvhxa,30,Verb,כָּרַע,to bend the knee
vrb-saidqeujqus0,30,Verb,נוּע,"to shake, tremble"
vrb-cmrszfbwxko1,30,Verb,נִסָּה,to test
vrb-70mijhlbfkwe,30,Verb,הֵרִיעַ,to shout
vrb-epikevf1znft,30,Verb,תָּעָה,"to wander about, be confused"
